Género,Edad,Destino,TIempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
10,18,Medellin,10,2668912,1,3,5,musica,cultura
9,20,Medellin,10,2176745,0,3,8,musica,cultura
10,27,Medellin,8,1367703,0,3,5,musica,deporte
9,18,Medellin,6,696711,0,4,7,vida nocturna,deporte
9,26,Medellin,6,1010204,0,3,7,vida nocturna,deporte
10,29,Medellin,4,1387269,1,3,5,vida nocturna,cultura
9,22,Medellin,10,1922327,0,3,8,musica,deporte
10,20,Medellin,4,843583,0,3,5,vida nocturna,deporte
10,31,Medellin,6,1121868,0,3,5,musica,deporte
9,23,Medellin,10,2417804,0,3,7,musica,cultura
9,19,Medellin,4,1418827,1,2,7,musica,deporte
9,26,Medellin,10,1500349,0,3,8,musica,cultura
9,23,Medellin,7,1032201,0,3,8,musica,deporte
9,24,Medellin,8,501938,0,4,8,vida nocturna,cultura
9,33,Medellin,4,1264286,1,3,8,vida nocturna,deporte
9,21,Medellin,8,1377370,0,3,7,musica,cultura
9,24,Medellin,4,1562858,1,3,8,vida nocturna,deporte
10,18,Medellin,3,1330844,1,3,5,musica,deporte
9,22,Medellin,3,1530464,1,3,8,musica,cultura
10,23,Medellin,5,1854249,1,3,5,vida nocturna,deporte
9,19,Medellin,10,1453569,0,3,7,vida nocturna,deporte
9,24,Medellin,5,896297,0,3,7,musica,deporte
10,28,Medellin,10,2233577,0,3,5,vida nocturna,deporte
9,19,Medellin,7,1413860,0,3,7,vida nocturna,cultura
9,34,Medellin,10,2800915,1,3,7,vida nocturna,cultura
9,33,Medellin,3,1684730,1,2,7,musica,deporte
9,28,Medellin,10,1429786,0,3,8,musica,deporte
9,20,Medellin,5,1247170,1,3,7,musica,cultura
9,22,Medellin,3,1779875,1,3,7,vida nocturna,deporte
9,22,Medellin,5,980877,0,3,7,musica,cultura
9,29,Medellin,10,2122116,0,3,7,vida nocturna,deporte
10,18,Medellin,9,1010187,0,3,5,vida nocturna,cultura
9,35,Medellin,4,670848,0,4,8,musica,cultura
9,19,Medellin,6,1435506,0,3,7,vida nocturna,cultura
9,35,Medellin,3,1915330,1,3,7,vida nocturna,cultura
9,26,Medellin,7,1403833,0,3,7,vida nocturna,cultura
9,27,Medellin,7,1964259,0,3,7,vida nocturna,deporte
10,20,Medellin,5,1046953,1,3,5,vida nocturna,cultura
10,21,Medellin,4,1537991,1,3,5,vida nocturna,deporte
10,34,Medellin,5,1703638,1,3,5,vida nocturna,deporte
9,24,Medellin,9,1983812,0,3,8,vida nocturna,cultura
10,33,Medellin,10,2983231,1,3,5,musica,deporte
10,18,Medellin,3,1293799,1,2,5,musica,cultura
10,34,Medellin,6,1341233,0,3,5,vida nocturna,deporte
9,24,Medellin,6,648667,0,4,8,musica,cultura
9,33,Medellin,10,1765255,0,3,7,musica,deporte
10,20,Medellin,3,987898,0,3,5,vida nocturna,deporte
10,18,Medellin,4,1220680,1,3,5,musica,deporte
9,33,Medellin,3,597292,0,4,7,musica,cultura
10,28,Medellin,8,952225,0,3,5,vida nocturna,deporte
10,19,Medellin,8,772421,0,3,5,musica,cultura
10,23,Medellin,10,1433372,0,3,5,musica,cultura
9,34,Medellin,6,1608730,0,3,8,musica,deporte
10,24,Medellin,6,520525,0,4,5,vida nocturna,deporte
10,31,Medellin,10,2791025,1,3,5,vida nocturna,cultura
10,18,Medellin,3,890815,0,3,5,vida nocturna,deporte
10,35,Medellin,5,1730288,1,3,5,vida nocturna,cultura
9,21,Medellin,9,1848041,0,3,7,musica,cultura
9,31,Medellin,6,1880669,0,3,8,vida nocturna,deporte
10,35,Medellin,7,1493689,0,3,5,musica,cultura
10,23,Medellin,6,1897874,0,3,5,vida nocturna,cultura
9,26,Medellin,9,1572026,0,3,7,musica,deporte
10,24,Medellin,10,1427047,0,3,5,musica,deporte
9,27,Medellin,10,2272498,0,3,7,vida nocturna,deporte
10,23,Medellin,6,826939,0,3,5,vida nocturna,cultura
9,18,Medellin,8,867251,0,3,7,vida nocturna,deporte
10,20,Medellin,8,631575,0,4,5,musica,cultura
10,18,Medellin,4,1925788,1,3,5,musica,deporte
9,20,Medellin,6,823740,0,3,8,vida nocturna,cultura
9,32,Medellin,3,745459,0,3,7,vida nocturna,deporte
9,24,Medellin,10,2793918,1,3,8,musica,deporte
10,33,Medellin,4,1665107,1,2,5,vida nocturna,cultura
10,22,Medellin,9,1703903,0,3,5,musica,cultura
10,26,Medellin,6,1490623,0,3,5,musica,deporte
9,27,Medellin,5,1294763,1,3,7,musica,deporte
10,31,Medellin,3,623263,0,4,5,musica,cultura
10,29,Medellin,7,1540363,0,3,5,vida nocturna,deporte
10,28,Medellin,3,1019837,1,3,5,vida nocturna,deporte
10,19,Medellin,5,1986903,1,3,5,vida nocturna,cultura
10,35,Medellin,3,820226,0,3,5,vida nocturna,cultura
9,24,Medellin,10,1876444,0,3,7,musica,deporte
9,30,Medellin,3,1880300,1,3,7,musica,deporte
10,20,Medellin,6,1193977,0,3,5,musica,cultura
10,28,Medellin,10,1189072,0,3,5,musica,deporte
9,32,Medellin,8,1710501,0,3,7,vida nocturna,cultura
10,22,Medellin,6,1013394,0,3,5,vida nocturna,cultura
9,30,Medellin,5,1001091,1,3,8,musica,cultura
10,31,Medellin,9,1741970,0,3,5,musica,deporte
10,21,Medellin,9,1301885,0,3,5,vida nocturna,cultura
10,34,Medellin,5,1170816,1,3,5,vida nocturna,cultura
9,24,Medellin,7,1564477,0,3,7,vida nocturna,cultura
9,32,Medellin,10,2226137,0,3,7,musica,deporte
10,20,Medellin,3,920939,0,3,5,musica,deporte
9,25,Medellin,8,1367765,0,3,8,musica,deporte
9,28,Medellin,5,1330855,1,3,7,musica,cultura
9,23,Medellin,8,972654,0,3,8,vida nocturna,cultura
9,19,Medellin,8,1329478,0,3,8,musica,deporte
9,21,Medellin,8,1799177,0,3,7,vida nocturna,deporte
10,21,Medellin,4,832149,0,3,5,vida nocturna,cultura
9,20,Medellin,7,946268,0,3,7,musica,cultura
9,19,Medellin,9,1764771,0,3,8,musica,deporte
9,21,Medellin,9,761251,0,3,8,vida nocturna,deporte
10,21,Medellin,7,1442663,0,3,5,musica,cultura
9,28,Medellin,9,1274242,0,3,8,vida nocturna,cultura
10,28,Medellin,5,1094182,1,3,5,musica,cultura
10,24,Medellin,7,1641774,0,3,5,vida nocturna,cultura
9,25,Medellin,4,1176501,1,3,7,vida nocturna,cultura
10,35,Medellin,4,1940556,1,3,5,vida nocturna,deporte
9,32,Medellin,10,2765658,1,3,8,vida nocturna,cultura
10,23,Medellin,5,1885811,1,2,5,vida nocturna,deporte
9,27,Medellin,10,2224080,0,3,7,vida nocturna,deporte
10,19,Medellin,4,1007626,1,2,5,vida nocturna,cultura
10,33,Medellin,3,939914,0,3,5,musica,cultura
9,19,Medellin,7,1596028,0,3,8,musica,cultura
10,32,Medellin,4,802359,0,3,5,vida nocturna,deporte
9,24,Medellin,4,1447195,1,3,7,vida nocturna,cultura
10,25,Medellin,5,776455,0,3,5,musica,cultura
9,22,Medellin,8,1065103,0,3,7,vida nocturna,deporte
9,24,Medellin,9,992177,0,3,8,musica,deporte
10,31,Medellin,7,1889301,0,3,5,vida nocturna,cultura
10,35,Medellin,6,1473367,0,3,5,musica,deporte
9,21,Medellin,9,1641841,0,3,8,musica,deporte
10,31,Medellin,5,1763516,1,3,5,musica,deporte
10,35,Medellin,3,1357495,1,3,5,vida nocturna,deporte
9,30,Medellin,8,1003989,0,3,8,vida nocturna,cultura
10,31,Medellin,3,1939117,1,3,5,musica,cultura
9,18,Medellin,4,1468006,1,3,8,vida nocturna,deporte
9,20,Medellin,5,1251949,1,3,8,musica,cultura
9,34,Medellin,9,1088529,0,3,7,vida nocturna,cultura
9,26,Medellin,5,1687793,1,3,7,musica,cultura
10,32,Medellin,7,1988631,0,3,5,vida nocturna,deporte
9,22,Medellin,7,1411158,0,3,7,vida nocturna,deporte
9,30,Medellin,3,553787,0,4,7,vida nocturna,cultura
9,29,Medellin,9,667762,0,4,8,musica,cultura
9,32,Medellin,3,1184628,1,3,8,vida nocturna,deporte
9,20,Medellin,4,683562,0,4,7,vida nocturna,deporte
10,35,Medellin,7,1583073,0,3,5,vida nocturna,cultura
9,21,Medellin,10,1955931,0,3,7,musica,deporte
9,18,Medellin,6,922616,0,3,8,musica,deporte
10,19,Medellin,8,1218814,0,3,5,musica,cultura
9,29,Medellin,4,953041,0,3,8,vida nocturna,cultura
10,18,Medellin,4,1174120,1,3,5,musica,deporte
9,34,Medellin,5,633771,0,4,8,musica,cultura
10,34,Medellin,8,1399141,0,3,5,vida nocturna,deporte
10,24,Medellin,10,2578093,1,3,5,musica,cultura
9,25,Medellin,9,797712,0,3,8,vida nocturna,cultura
9,21,Medellin,6,1869726,0,3,8,vida nocturna,deporte
10,34,Medellin,5,1607188,1,3,5,musica,deporte
9,32,Medellin,3,1479781,1,3,7,vida nocturna,deporte
10,18,Medellin,8,583923,0,4,5,musica,cultura
9,32,Medellin,8,1794364,0,3,8,musica,cultura
10,25,Medellin,8,1138165,0,3,5,vida nocturna,cultura
9,24,Medellin,4,627620,0,4,8,musica,deporte
9,19,Medellin,7,1649714,0,3,7,musica,deporte
10,31,Medellin,3,1924717,1,3,5,vida nocturna,cultura
10,34,Medellin,10,2341867,0,3,5,vida nocturna,cultura
9,20,Medellin,10,1230587,0,3,7,vida nocturna,deporte
9,30,Medellin,9,1546729,0,3,7,vida nocturna,deporte
9,31,Medellin,10,1276366,0,3,8,vida nocturna,deporte
10,27,Medellin,4,1682363,1,3,5,musica,deporte
9,19,Medellin,3,1276677,1,3,7,vida nocturna,deporte
9,25,Medellin,4,1994595,1,3,7,musica,cultura
9,18,Medellin,5,1592678,1,3,7,musica,cultura
10,28,Medellin,7,681048,0,4,5,vida nocturna,deporte
9,21,Medellin,6,1449723,0,3,8,vida nocturna,cultura
10,31,Medellin,3,880989,0,3,5,vida nocturna,deporte
9,19,Medellin,4,1221300,1,3,7,musica,deporte
10,35,Medellin,9,1884749,0,3,5,vida nocturna,cultura
10,23,Medellin,9,665496,0,4,5,musica,deporte
10,18,Medellin,7,806876,0,3,5,musica,deporte
10,27,Medellin,5,749316,0,3,5,musica,cultura
10,25,Medellin,8,1707914,0,3,5,vida nocturna,deporte
9,35,Medellin,4,647308,0,4,7,vida nocturna,cultura
10,33,Medellin,10,2867571,1,3,5,vida nocturna,deporte
9,24,Medellin,3,1097238,1,2,8,musica,cultura
9,20,Medellin,7,1253543,0,3,8,musica,cultura
9,25,Medellin,6,1062579,0,3,7,musica,deporte
9,27,Medellin,5,733163,0,3,7,vida nocturna,cultura
10,19,Medellin,3,1803867,1,3,5,vida nocturna,cultura
9,25,Medellin,8,1616175,0,3,8,vida nocturna,deporte
9,35,Medellin,10,1559980,0,3,7,vida nocturna,cultura
9,24,Medellin,7,629142,0,4,7,musica,cultura
9,29,Medellin,10,1128283,0,3,8,musica,cultura
9,20,Medellin,6,974620,0,3,8,vida nocturna,deporte
9,30,Medellin,3,1015998,1,3,8,vida nocturna,deporte
10,22,Medellin,8,625220,0,4,5,musica,cultura
10,24,Medellin,7,825120,0,3,5,musica,cultura
10,31,Medellin,4,1240191,1,3,5,vida nocturna,cultura
10,24,Medellin,6,1939971,0,3,5,vida nocturna,deporte
9,21,Medellin,7,1016984,0,3,8,musica,cultura
9,22,Medellin,7,1109219,0,3,7,musica,deporte
10,35,Medellin,6,514738,0,4,5,vida nocturna,cultura
9,25,Medellin,3,1242539,1,3,7,vida nocturna,cultura
10,33,Medellin,8,945703,0,3,5,musica,deporte
10,19,Medellin,3,1920861,1,3,5,vida nocturna,deporte
9,27,Medellin,5,946038,0,3,8,musica,deporte
9,28,Medellin,5,956520,0,3,7,vida nocturna,deporte
9,18,Medellin,9,1524582,0,3,8,vida nocturna,deporte
10,22,Medellin,9,553273,0,4,5,musica,deporte
10,25,Medellin,6,639733,0,4,5,vida nocturna,cultura
9,18,Medellin,10,1171324,0,3,8,musica,cultura
10,26,Medellin,10,1022454,0,3,5,musica,cultura
9,18,Medellin,8,1690431,0,3,7,musica,cultura
10,35,Medellin,4,1113562,1,3,5,vida nocturna,cultura
10,31,Medellin,10,2153035,0,3,5,vida nocturna,deporte
9,22,Medellin,7,608229,0,4,8,musica,deporte
10,32,Medellin,9,1233618,0,3,5,vida nocturna,deporte
10,19,Medellin,3,1181215,1,3,5,musica,deporte
9,20,Medellin,10,1664934,0,3,8,vida nocturna,deporte
10,32,Medellin,8,1500360,0,3,5,vida nocturna,cultura
10,26,Medellin,6,1837852,0,3,5,vida nocturna,cultura
10,28,Medellin,10,2676667,1,3,5,vida nocturna,cultura
9,23,Medellin,9,658077,0,4,7,musica,cultura
10,29,Medellin,10,1871680,0,3,5,musica,cultura
9,35,Medellin,6,1753822,0,3,7,musica,deporte
9,26,Medellin,8,727162,0,3,8,vida nocturna,cultura
9,31,Medellin,6,828747,0,3,8,musica,deporte
10,31,Medellin,5,970467,0,3,5,vida nocturna,deporte
9,28,Medellin,6,999148,0,3,7,vida nocturna,deporte
9,28,Medellin,5,1600264,1,3,7,musica,cultura
9,26,Medellin,8,823736,0,3,8,vida nocturna,cultura
9,24,Medellin,8,1001376,0,3,8,vida nocturna,deporte
9,21,Medellin,6,1699200,0,3,7,vida nocturna,deporte
10,23,Medellin,8,1981826,0,3,5,vida nocturna,deporte
10,20,Medellin,6,1116892,0,3,5,vida nocturna,cultura
9,29,Medellin,5,1493698,1,3,8,musica,cultura
10,34,Medellin,9,1372252,0,3,5,musica,cultura
9,30,Medellin,3,1786044,1,3,8,musica,deporte
10,27,Medellin,3,1147425,1,3,5,vida nocturna,deporte
10,21,Medellin,10,2408298,0,3,5,vida nocturna,deporte
9,33,Medellin,9,1737529,0,3,7,vida nocturna,cultura
9,25,Medellin,9,1105943,0,3,8,musica,cultura
10,22,Medellin,3,1932594,1,3,5,musica,deporte
9,25,Medellin,8,1841391,0,3,7,musica,cultura
9,27,Medellin,8,1556150,0,3,7,vida nocturna,deporte
10,24,Medellin,5,602833,0,4,5,vida nocturna,cultura
9,33,Medellin,4,1294157,1,3,7,musica,cultura
10,20,Medellin,3,1277096,1,3,5,musica,cultura
9,20,Medellin,9,1869309,0,3,8,vida nocturna,cultura
9,19,Medellin,3,982335,0,3,8,vida nocturna,cultura
9,28,Medellin,6,986581,0,3,8,musica,cultura
9,22,Medellin,3,795005,0,3,8,vida nocturna,deporte
10,20,Medellin,8,1575236,0,3,5,musica,cultura
9,35,Medellin,7,1285205,0,3,8,vida nocturna,deporte
10,21,Medellin,10,2369903,0,3,5,musica,deporte
9,31,Medellin,4,1908012,1,2,7,musica,deporte
10,26,Medellin,6,1729280,0,3,5,vida nocturna,cultura
9,29,Medellin,3,1282300,1,3,8,vida nocturna,cultura
10,29,Medellin,3,796565,0,3,5,musica,cultura
10,25,Medellin,5,890115,0,3,5,musica,cultura
10,22,Medellin,4,1521815,1,3,5,musica,cultura
10,29,Medellin,5,1644429,1,3,5,vida nocturna,deporte
9,30,Medellin,5,1305464,1,3,8,musica,deporte
10,32,Medellin,4,1044947,1,3,5,vida nocturna,deporte
9,35,Medellin,7,1538715,0,3,8,musica,deporte
9,34,Medellin,9,1319209,0,3,7,vida nocturna,cultura
10,18,Medellin,6,1052557,0,3,5,musica,deporte
9,25,Medellin,7,1111376,0,3,7,vida nocturna,deporte
10,33,Medellin,8,781095,0,3,5,musica,deporte
10,28,Medellin,10,2656173,1,3,5,vida nocturna,deporte
9,26,Medellin,9,1158667,0,3,7,vida nocturna,cultura
9,18,Medellin,6,529530,0,4,7,musica,deporte
9,26,Medellin,10,2953601,1,3,7,musica,deporte
9,34,Medellin,5,1185198,1,2,7,musica,cultura
10,35,Medellin,7,1013727,0,3,5,musica,cultura
9,35,Medellin,5,1834884,1,3,8,vida nocturna,cultura
9,23,Medellin,6,601067,0,4,7,vida nocturna,deporte
9,35,Medellin,6,1447790,0,3,8,musica,cultura
9,23,Medellin,7,1916651,0,3,8,musica,cultura
10,22,Medellin,8,1858930,0,3,5,vida nocturna,deporte
9,32,Medellin,10,1795852,0,3,8,musica,deporte
9,27,Medellin,7,1756185,0,3,7,musica,deporte
9,27,Medellin,3,1276843,1,3,7,vida nocturna,cultura
9,33,Medellin,10,2060873,0,3,8,musica,cultura
10,18,Medellin,7,1440889,0,3,5,musica,deporte
9,18,Medellin,4,749907,0,3,7,musica,deporte
9,34,Medellin,7,634635,0,4,8,vida nocturna,deporte
9,30,Medellin,6,1920247,0,3,7,musica,deporte
10,23,Medellin,4,654176,0,4,5,vida nocturna,cultura
10,22,Medellin,9,1501804,0,3,5,musica,deporte
10,32,Medellin,6,1231324,0,3,5,vida nocturna,cultura
9,33,Medellin,6,1849649,0,3,8,vida nocturna,deporte
9,25,Medellin,8,1277696,0,3,8,vida nocturna,cultura
10,30,Medellin,3,830109,0,3,5,musica,deporte
10,32,Medellin,5,595939,0,4,5,vida nocturna,deporte
9,33,Medellin,4,1835077,1,3,8,musica,cultura
9,33,Medellin,4,1085645,1,3,7,vida nocturna,deporte
10,33,Medellin,9,1845581,0,3,5,vida nocturna,cultura
10,33,Medellin,8,907761,0,3,5,vida nocturna,cultura
9,32,Medellin,3,826036,0,3,7,vida nocturna,cultura
10,35,Medellin,5,648197,0,4,5,vida nocturna,deporte
10,24,Medellin,9,1449311,0,3,5,musica,cultura
10,35,Medellin,3,879296,0,3,5,vida nocturna,cultura
10,19,Medellin,10,2214783,0,3,5,musica,cultura
10,24,Medellin,9,888452,0,3,5,musica,deporte
9,22,Medellin,6,1904980,0,3,7,vida nocturna,cultura
10,30,Medellin,7,916733,0,3,5,vida nocturna,deporte
9,32,Medellin,9,1918521,0,3,8,vida nocturna,cultura
10,28,Medellin,6,1705843,0,3,5,musica,deporte
10,21,Medellin,10,1483683,0,3,5,vida nocturna,deporte
10,24,Medellin,9,1264794,0,3,5,vida nocturna,deporte
9,28,Medellin,3,1684086,1,3,8,vida nocturna,deporte
9,18,Medellin,6,1213200,0,3,8,vida nocturna,cultura
9,34,Medellin,7,703616,0,3,8,musica,cultura
10,18,Medellin,7,898271,0,3,5,vida nocturna,cultura
9,32,Medellin,7,1253765,0,3,8,vida nocturna,deporte
10,26,Medellin,8,666585,0,4,5,musica,deporte
9,23,Medellin,7,1906743,0,3,8,musica,deporte
9,31,Medellin,7,590026,0,4,7,musica,cultura
9,29,Medellin,6,552276,0,4,8,musica,deporte
9,23,Medellin,8,614574,0,4,8,musica,deporte
10,27,Medellin,3,544136,0,4,5,musica,cultura
9,21,Medellin,5,852972,0,3,8,vida nocturna,deporte
10,19,Medellin,5,757185,0,3,5,musica,cultura
10,24,Medellin,3,1694291,1,3,5,musica,deporte
10,28,Medellin,6,949965,0,3,5,musica,cultura
9,20,Medellin,3,1152434,1,3,7,vida nocturna,deporte
10,18,Medellin,10,2459415,0,3,5,musica,deporte
10,21,Medellin,4,652929,0,4,5,musica,deporte
9,27,Medellin,4,1124287,1,3,8,musica,deporte
10,26,Medellin,7,1387386,0,3,5,vida nocturna,deporte
10,29,Medellin,3,547765,0,4,5,musica,deporte
10,22,Medellin,9,1205615,0,3,5,musica,deporte
9,35,Medellin,7,819231,0,3,8,musica,cultura
9,28,Medellin,4,1561280,1,3,7,vida nocturna,deporte
9,23,Medellin,10,1886717,0,3,8,vida nocturna,cultura
10,23,Medellin,4,1155749,1,3,5,musica,deporte
10,23,Medellin,6,1369412,0,3,5,vida nocturna,cultura
10,25,Medellin,3,1703888,1,3,5,vida nocturna,deporte
10,20,Medellin,8,1272857,0,3,5,musica,cultura
10,22,Medellin,8,1662955,0,3,5,vida nocturna,deporte
10,27,Medellin,6,1453342,0,3,5,vida nocturna,cultura
10,27,Medellin,9,778385,0,3,5,vida nocturna,deporte
9,20,Medellin,6,732476,0,3,7,musica,deporte
9,26,Medellin,3,799743,0,3,8,musica,deporte
9,22,Medellin,6,1996770,0,3,8,musica,cultura
10,30,Medellin,10,2329140,0,3,5,musica,cultura
9,30,Medellin,7,1149520,0,3,7,musica,cultura
9,34,Medellin,10,1987080,0,3,7,musica,deporte
9,21,Medellin,6,1758523,0,3,7,musica,cultura
9,28,Medellin,6,1862446,0,3,8,musica,cultura
9,24,Medellin,5,1710544,1,3,7,musica,cultura
9,28,Medellin,7,718568,0,3,7,vida nocturna,deporte
9,29,Medellin,10,1587403,0,3,7,vida nocturna,deporte
9,35,Medellin,7,598100,0,4,8,vida nocturna,cultura
9,20,Medellin,7,615157,0,4,8,vida nocturna,cultura
9,29,Medellin,7,1218503,0,3,8,musica,cultura
9,18,Medellin,8,941440,0,3,8,vida nocturna,cultura
10,29,Medellin,5,1392843,1,3,5,musica,deporte
10,21,Medellin,7,1491313,0,3,5,vida nocturna,deporte
10,18,Medellin,6,1283806,0,3,5,musica,cultura
9,24,Medellin,5,1125252,1,3,8,vida nocturna,deporte
10,34,Medellin,8,833544,0,3,5,musica,deporte
9,33,Medellin,7,1299711,0,3,8,vida nocturna,deporte
10,34,Medellin,7,1807832,0,3,5,vida nocturna,deporte
9,29,Medellin,10,2060898,0,3,7,musica,deporte
9,18,Medellin,10,1454037,0,3,7,vida nocturna,deporte
9,33,Medellin,9,1868694,0,3,7,musica,cultura
10,21,Medellin,3,1239536,1,3,5,vida nocturna,cultura
10,27,Medellin,5,1358041,1,3,5,musica,cultura
9,33,Medellin,5,1846978,1,3,8,musica,deporte
10,26,Medellin,9,1675079,0,3,5,vida nocturna,deporte
9,33,Medellin,5,1937704,1,3,7,vida nocturna,deporte
10,32,Medellin,3,1135137,1,3,5,vida nocturna,cultura
9,34,Medellin,4,734376,0,3,7,vida nocturna,deporte
9,30,Medellin,8,1984296,0,3,8,musica,deporte
9,29,Medellin,6,1483775,0,3,7,musica,cultura
10,33,Medellin,8,864150,0,3,5,vida nocturna,deporte
9,27,Medellin,4,1802759,1,3,7,musica,deporte
10,21,Medellin,7,684388,0,4,5,musica,cultura
10,32,Medellin,6,693934,0,4,5,vida nocturna,deporte
9,25,Medellin,8,1298533,0,3,8,vida nocturna,deporte
10,21,Medellin,3,574975,0,4,5,vida nocturna,cultura
9,29,Medellin,9,1373025,0,3,7,musica,cultura
9,18,Medellin,10,1396863,0,3,8,musica,cultura
10,24,Medellin,6,941821,0,3,5,vida nocturna,deporte
10,24,Medellin,6,904555,0,3,5,musica,cultura
10,34,Medellin,4,928716,0,3,5,vida nocturna,cultura
9,18,Medellin,8,1964158,0,3,7,musica,cultura
10,28,Medellin,5,1497214,1,3,5,vida nocturna,deporte
9,26,Medellin,7,1585691,0,3,7,musica,cultura
10,30,Medellin,6,1791740,0,3,5,musica,cultura
10,19,Medellin,8,974161,0,3,5,musica,cultura
9,33,Medellin,5,1684617,1,3,7,musica,deporte
10,23,Medellin,10,1472073,0,3,5,musica,cultura
9,28,Medellin,8,1796848,0,3,8,musica,cultura
9,24,Medellin,10,2591774,1,3,8,vida nocturna,deporte
10,35,Medellin,10,1987679,0,3,5,vida nocturna,deporte
10,24,Medellin,8,1331669,0,3,5,musica,deporte
10,34,Medellin,6,1922496,0,3,5,vida nocturna,cultura
9,35,Medellin,6,540724,0,4,7,musica,deporte
9,35,Medellin,6,623584,0,4,7,vida nocturna,deporte
9,33,Medellin,5,1801372,1,3,7,musica,cultura
10,21,Medellin,5,1875544,1,3,5,musica,deporte
10,22,Medellin,6,1413159,0,3,5,vida nocturna,deporte
9,22,Medellin,7,1626629,0,3,7,musica,cultura
9,27,Medellin,9,1141353,0,3,8,musica,deporte
9,34,Medellin,5,860139,0,3,8,musica,cultura
9,32,Medellin,4,1851071,1,3,8,vida nocturna,deporte
9,23,Medellin,6,791391,0,3,8,musica,deporte
9,28,Medellin,6,1661737,0,3,8,musica,deporte
10,27,Medellin,4,914920,0,3,5,vida nocturna,deporte
10,19,Medellin,8,1126104,0,3,5,musica,cultura
9,22,Medellin,4,1942951,1,3,7,vida nocturna,cultura
10,18,Medellin,9,888316,0,3,5,musica,deporte
10,30,Medellin,7,1852233,0,3,5,musica,deporte
10,35,Medellin,6,1508516,0,3,5,musica,cultura
9,27,Medellin,8,533029,0,4,7,musica,cultura
9,23,Medellin,5,1693956,1,3,8,vida nocturna,deporte
9,22,Medellin,4,1798020,1,3,7,musica,deporte
9,23,Medellin,4,1511120,1,3,8,vida nocturna,cultura
9,24,Medellin,4,1651947,1,3,8,vida nocturna,deporte
10,23,Medellin,9,1868504,0,3,5,vida nocturna,cultura
10,35,Medellin,9,1826821,0,3,5,vida nocturna,cultura
10,30,Medellin,6,1091542,0,3,5,musica,cultura
9,21,Medellin,8,1611128,0,3,8,vida nocturna,cultura
9,33,Medellin,7,1937445,0,3,7,musica,cultura
10,31,Medellin,10,1426657,0,3,5,musica,deporte
9,31,Medellin,7,1157546,0,3,7,musica,deporte
10,19,Medellin,4,1532721,1,3,5,vida nocturna,deporte
10,27,Medellin,8,1575672,0,3,5,musica,cultura
10,27,Medellin,7,668013,0,4,5,vida nocturna,deporte
9,24,Medellin,7,1976395,0,3,8,vida nocturna,deporte
9,30,Medellin,10,1445086,0,3,7,musica,cultura
10,33,Medellin,9,854954,0,3,5,vida nocturna,deporte
9,21,Medellin,5,1221269,1,3,7,musica,cultura
10,35,Medellin,3,1433195,1,3,5,musica,deporte
10,25,Medellin,3,1353012,1,3,5,vida nocturna,deporte
10,26,Medellin,7,929885,0,3,5,musica,cultura
9,29,Medellin,8,1449028,0,3,8,vida nocturna,cultura
10,35,Medellin,9,728256,0,3,5,vida nocturna,cultura
9,22,Medellin,10,1720096,0,3,8,musica,deporte
10,34,Medellin,9,1887352,0,3,5,musica,cultura
10,35,Medellin,6,1687104,0,3,5,vida nocturna,cultura
10,28,Medellin,5,1538399,1,3,5,vida nocturna,cultura
10,24,Medellin,8,1385622,0,3,5,musica,deporte
9,24,Medellin,10,1158295,0,3,8,musica,deporte
9,29,Medellin,7,722504,0,3,7,musica,cultura
9,30,Medellin,4,1628654,1,3,8,musica,cultura
9,30,Medellin,6,1260505,0,3,7,musica,cultura
9,19,Medellin,8,1892033,0,3,7,musica,deporte
10,34,Medellin,6,523098,0,4,5,vida nocturna,deporte
10,25,Medellin,6,1906816,0,3,5,vida nocturna,cultura
9,24,Medellin,3,1684326,1,3,7,musica,deporte
10,23,Medellin,9,537307,0,4,5,vida nocturna,deporte
10,29,Medellin,4,655191,0,4,5,vida nocturna,deporte
9,34,Medellin,4,562706,0,4,7,musica,cultura
10,19,Medellin,5,605411,0,4,5,musica,cultura
9,29,Medellin,7,955692,0,3,8,musica,deporte
9,29,Medellin,4,906695,0,3,7,vida nocturna,cultura
10,19,Medellin,8,1987995,0,3,5,vida nocturna,deporte
9,19,Medellin,10,1717827,0,3,7,musica,cultura
9,33,Medellin,7,1902226,0,3,7,musica,deporte
10,25,Medellin,7,504745,0,4,5,vida nocturna,deporte
10,35,Medellin,6,673748,0,4,5,musica,cultura
10,28,Medellin,3,1497642,1,3,5,musica,deporte
10,34,Medellin,3,1562578,1,3,5,musica,cultura
10,28,Medellin,7,1604862,0,3,5,vida nocturna,cultura
9,25,Medellin,10,1119561,0,3,8,vida nocturna,deporte
10,33,Medellin,4,1563701,1,3,5,musica,deporte
10,31,Medellin,8,820178,0,3,5,musica,deporte
9,35,Medellin,5,1261580,1,3,8,vida nocturna,cultura
10,34,Medellin,10,1223304,0,3,5,vida nocturna,deporte
9,24,Medellin,10,2939724,1,3,7,musica,deporte
10,30,Medellin,5,696794,0,4,5,vida nocturna,deporte
9,19,Medellin,5,1828452,1,3,8,vida nocturna,cultura
9,28,Medellin,5,1340872,1,3,8,vida nocturna,deporte
9,31,Medellin,7,799478,0,3,7,vida nocturna,deporte
9,30,Medellin,3,1653899,1,3,7,vida nocturna,deporte
