Destino,TIempo hospedaje,Presupuesto,Hospedaje,Transporte,Alimentacion,Interes,Interes 2
Medellin,18,1515169,hotel,taxi,saludable,vida nocturna,cultura
Medellin,4,845989,hostal,bus,saludable,vida nocturna,deporte
Medellin,13,1510820,hotel,bus,saludable,musica,cultura
Medellin,13,1205655,hotel,bus,fast food,vida nocturna,cultura
Medellin,20,1135161,hotel,taxi,saludable,musica,cultura
Medellin,5,1861116,hotel,taxi,saludable,vida nocturna,cultura
Medellin,11,1265425,hotel,taxi,saludable,musica,cultura
Medellin,17,1026454,hotel,bus,saludable,vida nocturna,cultura
Medellin,14,1751477,hotel,bus,saludable,musica,deporte
Medellin,14,1753905,hotel,bus,saludable,vida nocturna,cultura
Medellin,3,1291309,hotel,taxi,saludable,vida nocturna,cultura
Medellin,18,1708832,hotel,bus,fast food,vida nocturna,cultura
Medellin,20,1460875,hotel,taxi,fast food,musica,deporte
Medellin,3,735204,hostal,pie,fast food,vida nocturna,cultura
Medellin,6,756776,hostal,bus,saludable,musica,cultura
Medellin,14,1821742,hotel,taxi,saludable,musica,cultura
Medellin,4,1106514,hotel,taxi,fast food,musica,cultura
Medellin,8,1340410,hotel,bus,fast food,vida nocturna,cultura
Medellin,15,1179298,hotel,bus,fast food,vida nocturna,cultura
Medellin,14,1336684,hotel,bus,saludable,musica,deporte
Medellin,3,612854,hostal,bus,saludable,musica,deporte
Medellin,15,1980429,hotel,bus,saludable,vida nocturna,deporte
Medellin,17,1368049,hotel,taxi,saludable,vida nocturna,deporte
Medellin,15,1877718,hotel,bus,fast food,vida nocturna,deporte
Medellin,8,1466741,hotel,taxi,saludable,musica,deporte
Medellin,16,1123192,hotel,bus,saludable,musica,cultura
Medellin,4,1034299,hotel,taxi,fast food,vida nocturna,cultura
Medellin,13,1394302,hotel,taxi,fast food,musica,deporte
Medellin,14,1063812,hotel,taxi,saludable,vida nocturna,cultura
Medellin,18,1395077,hotel,bus,saludable,vida nocturna,cultura
Medellin,14,1857306,hotel,taxi,fast food,vida nocturna,deporte
Medellin,14,1711027,hotel,bus,saludable,musica,cultura
Medellin,17,1318035,hotel,bus,saludable,vida nocturna,cultura
Medellin,3,821710,hostal,bus,saludable,musica,cultura
Medellin,14,1061026,hotel,bus,fast food,musica,cultura
Medellin,17,1229478,hotel,taxi,fast food,vida nocturna,cultura
Medellin,7,821881,hostal,bus,saludable,vida nocturna,cultura
Medellin,11,1805511,hotel,bus,fast food,vida nocturna,cultura
Medellin,5,1196795,hotel,bus,fast food,vida nocturna,deporte
Medellin,13,1035125,hotel,taxi,fast food,musica,deporte
Medellin,10,1520683,hotel,bus,fast food,vida nocturna,deporte
Medellin,19,1087168,hotel,bus,saludable,musica,cultura
Medellin,4,523939,hostal,pie,fast food,vida nocturna,deporte
Medellin,8,1693732,hotel,bus,saludable,musica,deporte
Medellin,7,632109,hostal,pie,saludable,musica,cultura
Medellin,3,1035907,hotel,taxi,saludable,vida nocturna,cultura
Medellin,14,1839167,hotel,taxi,fast food,vida nocturna,cultura
Medellin,12,1128602,hotel,bus,saludable,musica,cultura
Medellin,14,1840516,hotel,bus,fast food,vida nocturna,deporte
Medellin,4,821211,hostal,pie,saludable,vida nocturna,cultura
Medellin,12,1122379,hotel,taxi,saludable,vida nocturna,deporte
Medellin,10,1557733,hotel,bus,fast food,musica,cultura
Medellin,15,1140704,hotel,bus,fast food,musica,cultura
Medellin,8,1337142,hotel,bus,fast food,musica,deporte
Medellin,17,1973197,hotel,taxi,fast food,vida nocturna,cultura
Medellin,12,1789499,hotel,taxi,saludable,musica,cultura
Medellin,18,1101269,hotel,bus,fast food,vida nocturna,deporte
Medellin,18,1570653,hotel,bus,fast food,musica,deporte
Medellin,7,752442,hostal,pie,fast food,vida nocturna,cultura
Medellin,10,1788017,hotel,taxi,saludable,musica,cultura
Medellin,10,1858552,hotel,taxi,fast food,musica,cultura
Medellin,8,921844,hostal,pie,fast food,vida nocturna,cultura
Medellin,3,1637669,hotel,taxi,fast food,vida nocturna,cultura
Medellin,20,1051406,hotel,taxi,fast food,vida nocturna,deporte
Medellin,7,1532328,hotel,taxi,fast food,musica,deporte
Medellin,11,1699232,hotel,taxi,saludable,musica,cultura
Medellin,5,1141875,hotel,bus,fast food,musica,deporte
Medellin,20,1558911,hotel,bus,saludable,vida nocturna,cultura
Medellin,11,1108373,hotel,taxi,saludable,musica,cultura
Medellin,8,1270896,hotel,taxi,fast food,musica,deporte
Medellin,16,1352066,hotel,bus,fast food,musica,deporte
Medellin,5,630700,hostal,pie,saludable,musica,cultura
Medellin,5,1683004,hotel,bus,saludable,vida nocturna,cultura
Medellin,7,567662,hostal,bus,saludable,musica,cultura
Medellin,18,1047917,hotel,bus,saludable,musica,cultura
Medellin,18,1977326,hotel,taxi,fast food,musica,deporte
Medellin,10,1163052,hotel,taxi,fast food,musica,cultura
Medellin,7,1196618,hotel,taxi,saludable,vida nocturna,cultura
Medellin,14,1369706,hotel,bus,saludable,musica,cultura
Medellin,6,1963553,hotel,bus,fast food,vida nocturna,cultura
Medellin,13,1129086,hotel,bus,saludable,vida nocturna,cultura
Medellin,20,1300509,hotel,taxi,saludable,musica,deporte
Medellin,17,1364903,hotel,bus,saludable,musica,deporte
Medellin,7,1197584,hotel,taxi,fast food,musica,deporte
Medellin,20,1108435,hotel,taxi,fast food,musica,cultura
Medellin,18,1890544,hotel,bus,saludable,musica,deporte
Medellin,9,763865,hostal,pie,saludable,musica,deporte
Medellin,19,1258476,hotel,bus,saludable,vida nocturna,cultura
Medellin,6,561364,hostal,pie,fast food,musica,cultura
Medellin,4,1619111,hotel,taxi,saludable,musica,cultura
Medellin,5,1322940,hotel,taxi,fast food,vida nocturna,cultura
Medellin,19,1134765,hotel,taxi,fast food,musica,deporte
Medellin,20,1588618,hotel,taxi,saludable,vida nocturna,deporte
Medellin,16,1763564,hotel,bus,saludable,musica,cultura
Medellin,20,1791287,hotel,bus,fast food,musica,cultura
Medellin,8,1190292,hotel,bus,saludable,vida nocturna,cultura
Medellin,15,1937064,hotel,taxi,saludable,musica,deporte
Medellin,10,1827688,hotel,taxi,fast food,musica,deporte
Medellin,13,1215482,hotel,taxi,saludable,musica,deporte
Medellin,20,1562514,hotel,bus,fast food,vida nocturna,deporte
Medellin,13,1096695,hotel,taxi,saludable,vida nocturna,deporte
Medellin,14,1630102,hotel,bus,fast food,vida nocturna,deporte
Medellin,18,1185959,hotel,bus,fast food,vida nocturna,cultura
Medellin,11,1000688,hotel,taxi,fast food,vida nocturna,cultura
Medellin,11,1531207,hotel,taxi,fast food,vida nocturna,cultura
Medellin,15,1457011,hotel,taxi,fast food,musica,deporte
Medellin,16,1906806,hotel,taxi,saludable,vida nocturna,cultura
Medellin,8,1261413,hotel,taxi,fast food,vida nocturna,cultura
Medellin,3,902034,hostal,pie,saludable,vida nocturna,deporte
Medellin,16,1285781,hotel,taxi,saludable,vida nocturna,deporte
Medellin,8,1968263,hotel,taxi,fast food,musica,cultura
Medellin,19,1173064,hotel,taxi,saludable,musica,cultura
Medellin,19,1381755,hotel,bus,saludable,vida nocturna,deporte
Medellin,12,1773979,hotel,bus,fast food,vida nocturna,deporte
Medellin,15,1576507,hotel,bus,fast food,vida nocturna,cultura
Medellin,14,1380567,hotel,bus,fast food,vida nocturna,cultura
Medellin,5,1824496,hotel,taxi,saludable,vida nocturna,deporte
Medellin,16,1623688,hotel,taxi,fast food,vida nocturna,cultura
Medellin,15,1812275,hotel,taxi,fast food,musica,deporte
Medellin,3,671205,hostal,bus,fast food,vida nocturna,cultura
Medellin,20,1592694,hotel,taxi,saludable,vida nocturna,deporte
Medellin,12,1359556,hotel,taxi,saludable,vida nocturna,deporte
Medellin,12,1482584,hotel,bus,fast food,musica,cultura
Medellin,19,1509966,hotel,bus,saludable,musica,cultura
Medellin,19,1536419,hotel,bus,fast food,vida nocturna,cultura
Medellin,3,1656485,hotel,bus,saludable,vida nocturna,cultura
Medellin,17,1921536,hotel,bus,saludable,vida nocturna,cultura
Medellin,13,1942896,hotel,bus,saludable,vida nocturna,cultura
Medellin,6,1629852,hotel,taxi,saludable,vida nocturna,deporte
Medellin,19,1137041,hotel,bus,fast food,vida nocturna,deporte
Medellin,4,690538,hostal,pie,saludable,musica,cultura
Medellin,8,1263446,hotel,taxi,saludable,vida nocturna,cultura
Medellin,15,1180439,hotel,bus,saludable,musica,cultura
Medellin,3,1815471,hotel,bus,fast food,vida nocturna,cultura
Medellin,16,1668777,hotel,taxi,fast food,vida nocturna,deporte
Medellin,12,1492775,hotel,taxi,saludable,musica,deporte
Medellin,16,1448316,hotel,bus,saludable,musica,cultura
Medellin,7,1175259,hotel,bus,saludable,musica,deporte
Medellin,13,1138653,hotel,bus,fast food,musica,deporte
Medellin,16,1292274,hotel,taxi,saludable,musica,cultura
Medellin,15,1998139,hotel,taxi,saludable,musica,cultura
Medellin,10,1165831,hotel,taxi,fast food,musica,cultura
Medellin,14,1060901,hotel,taxi,saludable,musica,deporte
Medellin,19,1313522,hotel,taxi,saludable,musica,cultura
Medellin,6,1883023,hotel,taxi,fast food,vida nocturna,deporte
Medellin,13,1056346,hotel,taxi,fast food,vida nocturna,deporte
Medellin,20,1243424,hotel,bus,saludable,vida nocturna,cultura
Medellin,3,1316550,hotel,bus,saludable,vida nocturna,deporte
Medellin,19,1314764,hotel,taxi,fast food,vida nocturna,deporte
Medellin,19,1117339,hotel,taxi,fast food,vida nocturna,deporte
Medellin,7,1281387,hotel,bus,saludable,musica,cultura
Medellin,20,1868437,hotel,bus,fast food,vida nocturna,deporte
Medellin,20,1725870,hotel,bus,fast food,musica,cultura
Medellin,7,534823,hostal,bus,fast food,musica,cultura
Medellin,19,1716732,hotel,taxi,saludable,musica,cultura
Medellin,4,1534537,hotel,bus,saludable,musica,cultura
Medellin,16,1503654,hotel,taxi,fast food,musica,cultura
Medellin,10,1888946,hotel,taxi,fast food,musica,deporte
Medellin,6,1148518,hotel,taxi,saludable,musica,deporte
Medellin,20,1102767,hotel,taxi,saludable,vida nocturna,cultura
Medellin,12,1434167,hotel,bus,fast food,musica,cultura
Medellin,17,1766941,hotel,taxi,saludable,musica,deporte
Medellin,3,1943340,hotel,taxi,fast food,vida nocturna,deporte
Medellin,20,1665693,hotel,taxi,saludable,musica,cultura
Medellin,14,1093890,hotel,taxi,fast food,musica,deporte
Medellin,3,1013452,hotel,bus,fast food,vida nocturna,deporte
Medellin,18,1226054,hotel,bus,saludable,musica,deporte
Medellin,19,1809039,hotel,bus,saludable,musica,deporte
Medellin,14,1758209,hotel,taxi,saludable,vida nocturna,deporte
Medellin,16,1720402,hotel,bus,fast food,musica,deporte
